Codice Scuola;Classe;Sezione;Disciplina;Titolo;Autori;Editore;ISBN;Volume;Prezzo;Nuova Adozione;Da Acquistare;Consigliato
CZMM818029;2;A;LINGUA INGLESE;TWENTY-ONE GLOBAL + EBOOK;COCHRANE S GREENWOOD A  SCORTI E  HEWARD V - MORINI D  BRELSTAFF T  ZANELLA A ;CIDEB - BLACK CAT;9788853021168;2;;No;Sì;No
CZMM818029;2;A;STORIA;STORIA PER DOMANI;PASQUA E - D'INTINO I - SCARPATI I;LATTES;9788869176883;2;;No;Sì;No
CZMM818029;2;A;GEOGRAFIA;GENERAZIONE GREEN;GIUDICI LORENZO  ;DE AGOSTINI;9788851160135;2;;No;No;Sì
CZMM818029;2;A;MATEMATICA;OPEN MATH - EDIZIONE TEMATICA+EBOOK;MONTEMURRO A  BOMBARDELLI E  DALLA TORRE G  ;DEASCUOLA;9791255312222;2;;No;Sì;No
CZMM818029;2;A;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 2+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646119;2;;No;No;Sì
CZMM818029;2;A;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA PACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078196;U;;No;No;No
CZMM818029;2;A;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM818029;2;A;MUSICA;MUSICA NEL CUORE PLATINUM-VOL.A+EASY B(SU DVD)+EBOOK+VOL.B+EASY EB(SU DVD)+EB;LEONE LUCIANO - PAOLI ROBERTO PANZA VITTORIO - FERRARIN FABRIZIO;PETRINI;9788849423600;U;;No;No;No
CZMM818029;2;A;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - EDIZIONE AGGIORNATA+EBOOK;FIORINI G  CHIESA E - ENEA SPILIMBERGO G   MONTEFORTE BIANCHI N ;MARIETTI SCUOLA;9788839304292;U;;No;No;No
CZMM818029;2;A;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304179;2;;No;No;Sì
CZMM818029;2;A;EDUCAZIONE CIVICA;PROTAGONISTI DEL MONDO CHE VOGLIAMO VOLUME+EBOOK;FRANZINI MAURIZIA PAPPALARDO L - ROSSATO ANNA  BALOSSI NICOLA ;GARZANTI SCUOLA;9788869646256;U;;No;No;Sì
CZMM818029;2;A;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022608;2;;No;Sì;No
CZMM818029;3;A;ITALIANO;BELLE PAROLE EDIZIONE COMPATTA- VOL+PIEGH PER RIPASSO+EASY EBOOK+EBOOK;BALESTRA GILDA TIZIANO TIZIANA - BORGHESIO GIULIA MENZIO LUISA ;PETRINI;9788849423693;U;;No;No;No
CZMM818029;3;A;ITALIANO;BRAVI NELLA PROVA INVALSI - CLASSI TERZE;RUGGIERO RAFFAELE  ;MEDUSA EDITRICE;9788864322650;U;;No;No;Sì
CZMM818029;3;A;ITALIANO;ANNI CORSARI;D'ANGELO LILIANA  ;MEDUSA EDITRICE;9788864322742;U;;Sì;Sì;No
CZMM818029;3;A;ITALIANO;MILLESTORIE PLUS;LAVAZZA ENRICA - ACANFORA MARIA - FRABONI SILVIA;LATTES;9788869176401;3;;No;Sì;No
CZMM818029;3;A;LINGUA INGLESE;TWENTY-ONE GLOBAL + EBOOK;COCHRANE S GREENWOOD A  SCORTI E  HEWARD V - MORINI D  BRELSTAFF T  ZANELLA A ;CIDEB - BLACK CAT;9788853021175;3;;No;Sì;No
CZMM818029;3;A;STORIA;STORIA PER DOMANI;PASQUA E - D'INTINO I - SCARPATI I;LATTES;9788869176432;3;;No;Sì;No
CZMM818029;3;A;GEOGRAFIA;GENERAZIONE GREEN;GIUDICI LORENZO  ;DE AGOSTINI;9788851160142;3;;No;No;Sì
CZMM818029;3;A;MATEMATICA;TUTTO CHIARO! - EDIZIONE CURRICOLARE;MONTEMURRO ANNA  ;DE AGOSTINI;9788851160401;3;;No;Sì;No
CZMM818029;3;A;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 3+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646126;3;;No;No;Sì
CZMM818029;3;A;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA PACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078196;U;;No;No;No
CZMM818029;3;A;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304186;3;;No;No;Sì
CZMM818029;3;A;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM818029;3;A;MUSICA;MUSICA NEL CUORE PLATINUM-VOL.A+EASY B(SU DVD)+EBOOK+VOL.B+EASY EB(SU DVD)+EB;LEONE LUCIANO - PAOLI ROBERTO PANZA VITTORIO - FERRARIN FABRIZIO;PETRINI;9788849423600;U;;No;No;No
CZMM818029;3;A;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME+QUADERNO COMPETENZE+EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303875;U;;No;No;No
CZMM818029;3;A;EDUCAZIONE CIVICA;PROTAGONISTI DEL MONDO CHE VOGLIAMO VOLUME+EBOOK;FRANZINI MAURIZIA PAPPALARDO L - ROSSATO ANNA  BALOSSI NICOLA ;GARZANTI SCUOLA;9788869646256;U;;No;No;No
CZMM818029;3;A;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022615;3;;No;Sì;No
CZMM818029;3;B;ITALIANO;BELLE PAROLE EDIZIONE COMPATTA- VOL+PIEGH PER RIPASSO+EASY EBOOK+EBOOK;BALESTRA GILDA TIZIANO TIZIANA - BORGHESIO GIULIA MENZIO LUISA ;PETRINI;9788849423693;U;;No;No;No
CZMM818029;3;B;ITALIANO;BRAVI NELLA PROVA INVALSI - CLASSI TERZE;RUGGIERO RAFFAELE  ;MEDUSA EDITRICE;9788864322650;U;;No;No;Sì
CZMM818029;3;B;ITALIANO;ANNI CORSARI;D'ANGELO LILIANA  ;MEDUSA EDITRICE;9788864322742;U;;Sì;Sì;No
CZMM818029;3;B;ITALIANO;MILLESTORIE PLUS;LAVAZZA ENRICA - ACANFORA MARIA - FRABONI SILVIA;LATTES;9788869176401;3;;No;Sì;No
CZMM818029;3;B;LINGUA INGLESE;TWENTY-ONE GLOBAL + EBOOK;COCHRANE S GREENWOOD A  SCORTI E  HEWARD V - MORINI D  BRELSTAFF T  ZANELLA A ;CIDEB - BLACK CAT;9788853021175;3;;No;Sì;No
CZMM818029;3;B;STORIA;STORIA PER DOMANI;PASQUA E - D'INTINO I - SCARPATI I;LATTES;9788869176432;3;;No;Sì;No
CZMM818029;3;B;GEOGRAFIA;GENERAZIONE GREEN;GIUDICI LORENZO  ;DE AGOSTINI;9788851160142;3;;No;No;Sì
CZMM818029;3;B;MATEMATICA;TUTTO CHIARO! - EDIZIONE CURRICOLARE;MONTEMURRO ANNA  ;DE AGOSTINI;9788851160401;3;;No;Sì;No
CZMM818029;3;B;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 3+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646126;3;;No;No;Sì
CZMM818029;3;B;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA PACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078196;U;;No;No;No
CZMM818029;3;B;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM818029;3;B;MUSICA;MUSICA NEL CUORE PLATINUM-VOL.A+EASY B(SU DVD)+EBOOK+VOL.B+EASY EB(SU DVD)+EB;LEONE LUCIANO - PAOLI ROBERTO PANZA VITTORIO - FERRARIN FABRIZIO;PETRINI;9788849423600;U;;No;No;No
CZMM818029;3;B;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME+QUADERNO COMPETENZE+EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303875;U;;No;No;No
CZMM818029;3;B;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304186;3;;No;No;Sì
CZMM818029;3;B;EDUCAZIONE CIVICA;PROTAGONISTI DEL MONDO CHE VOGLIAMO VOLUME+EBOOK;FRANZINI MAURIZIA PAPPALARDO L - ROSSATO ANNA  BALOSSI NICOLA ;GARZANTI SCUOLA;9788869646256;U;;No;No;No
CZMM818029;3;B;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022615;3;;No;Sì;No
CZMM81803A;1;A;ITALIANO;PAROLE AL POSTO GIUSTO;AA VV  ;PARAVIA;9788839536709;U;;No;Sì;No
CZMM81803A;1;A;GEOGRAFIA;SPAZI FUTURI + EBOOK;GIUDICI LORENZO  ;DEASCUOLA;9791255311904;1;;No;Sì;No
CZMM81803A;1;A;ITALIANO;PAROLE PER CRESCERE 1;AA VV  ;PARAVIA;9788839537768;1;;No;Sì;No
CZMM81803A;1;A;LINGUA INGLESE;AND YOU? GREEN EDITION + EBOOK;TIMS N  SVED R  LINWOOD P  GUGLIELMINO D  ;PETRINI;9788849426533;1;;Sì;Sì;No
CZMM81803A;1;A;STORIA;STORIA È PRESENTE+EBOOK (LA);PERSICO R GREPPI C  ;GARZANTI SCUOLA;9791254550274;1;;No;Sì;No
CZMM81803A;1;A;MATEMATICA;#SUPERMATH+EBOOK;FERRANDO L SASSO L VANZETTO R  ;PETRINI;9788849425772;1;;No;Sì;No
CZMM81803A;1;A;SCIENZE;FLASH - SCATTI DI SCIENZA - EDIZIONE ANNUALE - VOLUME 1;GOLETTI ELISA - ROSSI SILVIA - SANTILLI MAURIZIO;B.MONDADORI;9791221603026;1;;Sì;Sì;No
CZMM81803A;1;A;TECNOLOGIA;INFINITO TECNOLOGICO;BETTO DAVIDE EMANUELE  ;LATTES;9788869177064;U;;Sì;Sì;No
CZMM81803A;1;A;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;Sì;No
CZMM81803A;1;A;MUSICA;ARMONIE + EBOOK;PAOLI R  MASCARI G  VENEZI  B  ;PETRINI;9788849425000;U;;No;Sì;No
CZMM81803A;1;A;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME + EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303882;U;;No;Sì;No
CZMM81803A;1;A;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304162;1;;No;Sì;No
CZMM81803A;1;A;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022578;1;;No;Sì;No
CZMM81803A;1;C;ITALIANO;PAROLE AL POSTO GIUSTO;AA VV  ;PARAVIA;9788839536709;U;;No;Sì;No
CZMM81803A;1;C;ITALIANO;PAROLE PER CRESCERE 1;AA VV  ;PARAVIA;9788839537768;1;;No;Sì;No
CZMM81803A;1;C;LINGUA INGLESE;AND YOU? GREEN EDITION + EBOOK;TIMS N  SVED R  LINWOOD P  GUGLIELMINO D  ;PETRINI;9788849426533;1;;Sì;Sì;No
CZMM81803A;1;C;STORIA;STORIA È PRESENTE+EBOOK (LA);PERSICO R GREPPI C  ;GARZANTI SCUOLA;9791254550274;1;;No;Sì;No
CZMM81803A;1;C;GEOGRAFIA;SPAZI FUTURI + EBOOK;GIUDICI LORENZO  ;DEASCUOLA;9791255311904;1;;No;Sì;No
CZMM81803A;1;C;MATEMATICA;#SUPERMATH+EBOOK;FERRANDO L SASSO L VANZETTO R  ;PETRINI;9788849425772;1;;No;Sì;No
CZMM81803A;1;C;SCIENZE;FLASH - SCATTI DI SCIENZA - EDIZIONE ANNUALE - VOLUME 1;GOLETTI ELISA - ROSSI SILVIA - SANTILLI MAURIZIO;B.MONDADORI;9791221603026;1;;Sì;Sì;No
CZMM81803A;1;C;TECNOLOGIA;INFINITO TECNOLOGICO;BETTO DAVIDE EMANUELE  ;LATTES;9788869177064;U;;Sì;Sì;No
CZMM81803A;1;C;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;Sì;No
CZMM81803A;1;C;MUSICA;ARMONIE + EBOOK;PAOLI R  MASCARI G  VENEZI  B  ;PETRINI;9788849425000;U;;No;Sì;No
CZMM81803A;1;C;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME + EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303882;U;;No;Sì;No
CZMM81803A;1;C;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304162;1;;No;Sì;No
CZMM81803A;1;C;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022578;1;;No;Sì;No
CZMM81803A;2;A;ITALIANO;PAROLE AL POSTO GIUSTO;AA VV  ;PARAVIA;9788839536709;U;;No;No;No
CZMM81803A;2;A;ITALIANO;PAROLE PER CRESCERE 2;AA VV  ;PARAVIA;9788839537775;2;;No;No;Sì
CZMM81803A;2;A;ITALIANO;INCONTRIAMO BOCCACCIO;RENELLA CLORINDA  ;ELLEPIESSE EDIZIONI;9788894932096;U;;No;No;No
CZMM81803A;2;A;LINGUA INGLESE;CLASSMATES - GREEN EDITION  - VOL. 2 (LDM);DOOLEY JENNY - EVANS VIRGINIA ;ZANICHELLI EDITORE;9788808763310;2;;No;Sì;No
CZMM81803A;2;A;STORIA;STORIA È PRESENTE+EBOOK (LA);PERSICO R GREPPI C  ;GARZANTI SCUOLA;9791254550281;2;;No;Sì;No
CZMM81803A;2;A;GEOGRAFIA;SPAZI FUTURI + EBOOK;GIUDICI LORENZO  ;DEASCUOLA;9791255311928;2;;No;No;Sì
CZMM81803A;2;A;MATEMATICA;#SUPERMATH+EBOOK;FERRANDO L SASSO L VANZETTO R  ;PETRINI;9788849425789;2;;No;Sì;No
CZMM81803A;2;A;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 2+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646119;2;;No;Sì;No
CZMM81803A;2;A;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA SEMIPACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078202;U;;No;No;No
CZMM81803A;2;A;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM81803A;2;A;MUSICA;ARMONIE + EBOOK;PAOLI R  MASCARI G  VENEZI  B  ;PETRINI;9788849425000;U;;No;No;No
CZMM81803A;2;A;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME + EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303882;U;;No;No;No
CZMM81803A;2;A;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304179;2;;No;Sì;No
CZMM81803A;2;A;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022608;2;;No;Sì;No
CZMM81803A;2;C;ITALIANO;PAROLE AL POSTO GIUSTO;AA VV  ;PARAVIA;9788839536709;U;;No;No;No
CZMM81803A;2;C;ITALIANO;PAROLE PER CRESCERE 2;AA VV  ;PARAVIA;9788839537775;2;;No;No;Sì
CZMM81803A;2;C;ITALIANO;INCONTRIAMO BOCCACCIO;RENELLA CLORINDA  ;ELLEPIESSE EDIZIONI;9788894932096;U;;No;No;No
CZMM81803A;2;C;LINGUA INGLESE;CLASSMATES - GREEN EDITION  - VOL. 2 (LDM);DOOLEY JENNY - EVANS VIRGINIA ;ZANICHELLI EDITORE;9788808763310;2;;No;Sì;No
CZMM81803A;2;C;STORIA;STORIA È PRESENTE+EBOOK (LA);PERSICO R GREPPI C  ;GARZANTI SCUOLA;9791254550281;2;;No;Sì;No
CZMM81803A;2;C;GEOGRAFIA;SPAZI FUTURI + EBOOK;GIUDICI LORENZO  ;DEASCUOLA;9791255311928;2;;No;No;Sì
CZMM81803A;2;C;MATEMATICA;#SUPERMATH+EBOOK;FERRANDO L SASSO L VANZETTO R  ;PETRINI;9788849425789;2;;No;Sì;No
CZMM81803A;2;C;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 2+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646119;2;;No;Sì;No
CZMM81803A;2;C;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA SEMIPACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078202;U;;No;No;No
CZMM81803A;2;C;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM81803A;2;C;MUSICA;ARMONIE + EBOOK;PAOLI R  MASCARI G  VENEZI  B  ;PETRINI;9788849425000;U;;No;No;No
CZMM81803A;2;C;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME + EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303882;U;;No;No;No
CZMM81803A;2;C;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304179;2;;No;Sì;No
CZMM81803A;2;C;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022608;2;;No;Sì;No
CZMM81803A;3;A;ITALIANO;PAROLE AL POSTO GIUSTO;AA VV  ;PARAVIA;9788839536709;U;;No;No;No
CZMM81803A;3;A;ITALIANO;PAROLE PER CRESCERE 3;AA VV  ;PARAVIA;9788839537782;3;;No;No;Sì
CZMM81803A;3;A;ITALIANO;INCONTRIAMO MANZONI;MANZONI ALESSANDRO  ;ELLEPIESSE EDIZIONI;9788894932195;U;;No;No;No
CZMM81803A;3;A;LINGUA INGLESE;CLASSMATES - GREEN EDITION  - VOL. 3 (LDM);DOOLEY JENNY - EVANS VIRGINIA ;ZANICHELLI EDITORE;9788808905963;3;;No;Sì;No
CZMM81803A;3;A;STORIA;STORIA È PRESENTE+EBOOK (LA);PERSICO R GREPPI C  ;GARZANTI SCUOLA;9791254550298;3;;No;Sì;No
CZMM81803A;3;A;GEOGRAFIA;#IOVIAGGIO 3;G  CORBELLINI  ;B.MONDADORI;9788869105647;3;;No;No;Sì
CZMM81803A;3;A;MATEMATICA;#SUPERMATH+EBOOK;FERRANDO L SASSO L VANZETTO R  ;PETRINI;9788849425796;3;;No;Sì;No
CZMM81803A;3;A;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 3+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646126;3;;No;Sì;No
CZMM81803A;3;A;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA SEMIPACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078202;U;;No;No;No
CZMM81803A;3;A;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM81803A;3;A;MUSICA;ARMONIE + EBOOK;PAOLI R  MASCARI G  VENEZI  B  ;PETRINI;9788849425000;U;;No;No;No
CZMM81803A;3;A;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME + EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303882;U;;No;No;No
CZMM81803A;3;A;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304186;3;;No;Sì;No
CZMM81803A;3;A;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022615;3;;No;Sì;No
CZMM81803A;3;C;ITALIANO;PAROLE AL POSTO GIUSTO;AA VV  ;PARAVIA;9788839536709;U;;No;No;No
CZMM81803A;3;C;ITALIANO;PAROLE PER CRESCERE 3;AA VV  ;PARAVIA;9788839537782;3;;No;No;Sì
CZMM81803A;3;C;ITALIANO;INCONTRIAMO MANZONI;MANZONI ALESSANDRO  ;ELLEPIESSE EDIZIONI;9788894932195;U;;No;No;No
CZMM81803A;3;C;LINGUA INGLESE;CLASSMATES - GREEN EDITION  - VOL. 3 (LDM);DOOLEY JENNY - EVANS VIRGINIA ;ZANICHELLI EDITORE;9788808905963;3;;No;Sì;No
CZMM81803A;3;C;STORIA;STORIA È PRESENTE+EBOOK (LA);PERSICO R GREPPI C  ;GARZANTI SCUOLA;9791254550298;3;;No;Sì;No
CZMM81803A;3;C;GEOGRAFIA;#IOVIAGGIO 3;G  CORBELLINI  ;B.MONDADORI;9788869105647;3;;No;No;Sì
CZMM81803A;3;C;MATEMATICA;#SUPERMATH+EBOOK;FERRANDO L SASSO L VANZETTO R  ;PETRINI;9788849425796;3;;No;Sì;No
CZMM81803A;3;C;SCIENZE;SCIENZE LIVE EDIZIONE CURRICOLARE-VOL 3+EBOOK;LEOPARDI LUIGI BUBANI MASSIMO - MARCACCIO MICHELE PERRI LUCA ;GARZANTI SCUOLA;9788869646126;3;;No;Sì;No
CZMM81803A;3;C;TECNOLOGIA;MIT - MONDI INNOVAZIONE TECNOLOGIA SEMIPACK;CAPPE' GINO - FANTACCI MARILISE ;SEI;9788805078202;U;;No;No;No
CZMM81803A;3;C;ARTE E IMMAGINE;GIOTTO-VOL A ARTE STORIA+VOL B VADEM TECNICHE+VOL C ARTE LAB+EBOOK A - B - C;NOBIS SILVANA ZAFFARONI CARLA - FERRARI SIMONE COTTIN ALBERTO ;DE AGOSTINI;9788851159009;U;;No;No;No
CZMM81803A;3;C;MUSICA;ARMONIE + EBOOK;PAOLI R  MASCARI G  VENEZI  B  ;PETRINI;9788849425000;U;;No;No;No
CZMM81803A;3;C;SCIENZE MOTORIE E SPORTIVE;LET'S MOVE - STAR BENE INSIEME - VOLUME + EBOOK;MONTEFORTE BIANCHI NICOLETTA - SPILIMBERGO GIANLUIGI ENEA - CHIESA ELISABETTA FIORINI G;MARIETTI SCUOLA;9788839303882;U;;No;No;No
CZMM81803A;3;C;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;SULLE TUE TRACCE - INSIEME NEL MONDO+EBOOK;MARCHETTI E LODOVICHETTI S  BELINGARDI S  ;MARIETTI SCUOLA;9788839304186;3;;No;Sì;No
CZMM81803A;3;C;SECONDA LINGUA COMUNITARIA (FRANCESE);ALLEZ ! ÉDITION VERTE + EBOOK;BERGER C  BERNARD O  BOYER D  ;CIDEB - BLACK CAT;9788853022615;3;;No;Sì;No
CZMM821014;1;A;ITALIANO;GRANDI STORIE, GRANDI LIBRI 1 - EDIZIONE PACK;REDAELLI - GHIONI - BRENNA;B.MONDADORI;9788869106323;1;;No;Sì;No
CZMM821014;1;A;ITALIANO;LA MATITA VERDE - PACK;L  SERIANNI - G  PATOTA - V  DELLA VALLE;B.MONDADORI;9788869108921;U;;No;Sì;No
CZMM821014;1;A;LINGUA INGLESE;AND YOU? GREEN EDITION + EBOOK;TIMS N  SVED R  LINWOOD P  GUGLIELMINO D  ;PETRINI;9788849426533;1;;No;Sì;No
CZMM821014;1;A;STORIA;CAMBIA IL MONDO, LE DONNE, GLI UOMINI, L'AMBIENTE NELLA STORIA;MORELLI LUISA  ;DE AGOSTINI;9788851159481;1;;No;Sì;No
